open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_base_volume,taker_quote_volume
2024-12-20 13:40:00+00:00,95214.95,95628.28,95152.01,95480.35,362.54738,2024-12-20 13:44:59.999000+00:00,34580071.2091474,32117.0,206.74991,19722536.1615849
2024-12-20 13:45:00+00:00,95480.36,95803.57,95399.3,95705.11,401.28674,2024-12-20 13:49:59.999000+00:00,38380756.2995982,32476.0,234.95798,22469561.5509361
2024-12-20 13:50:00+00:00,95704.82,95800.0,95371.55,95589.63,373.6133,2024-12-20 13:54:59.999000+00:00,35727286.9264247,34804.0,140.31946,13415130.8497197
2024-12-20 13:55:00+00:00,95589.64,95634.8,95040.0,95204.0,301.96824,2024-12-20 13:59:59.999000+00:00,28783777.0208998,29116.0,110.78533,10562887.692239
2024-12-20 14:00:00+00:00,95204.0,95209.94,94745.87,94865.29,279.76566,2024-12-20 14:04:59.999000+00:00,26569979.334756,35815.0,127.12201,12073395.8586296
2024-12-20 14:05:00+00:00,94865.29,95204.52,94826.82,94901.27,199.86623,2024-12-20 14:09:59.999000+00:00,18995857.8292147,25191.0,95.9444,9119239.724119
2024-12-20 14:10:00+00:00,94903.25,95162.66,94860.01,95162.65,194.47741,2024-12-20 14:14:59.999000+00:00,18472321.3859356,23286.0,109.86529,10434689.9250935
2024-12-20 14:15:00+00:00,95162.65,95179.99,94871.97,94981.45,189.6761,2024-12-20 14:19:59.999000+00:00,18025024.2513718,24830.0,87.16816,8283521.4282493
2024-12-20 14:20:00+00:00,94981.44,95483.36,94915.25,95179.97,216.55614,2024-12-20 14:24:59.999000+00:00,20620906.991781,24945.0,126.21046,12018765.2904431
2024-12-20 14:25:00+00:00,95179.97,95468.43,95104.01,95218.75,203.70102,2024-12-20 14:29:59.999000+00:00,19411535.9892523,20714.0,113.08788,10776723.6974635
2024-12-20 14:30:00+00:00,95218.75,95775.97,95053.71,95741.3,341.61729,2024-12-20 14:34:59.999000+00:00,32626708.0214259,40442.0,203.55062,19442399.9171895
2024-12-20 14:35:00+00:00,95743.14,96231.13,95602.46,96204.01,489.69014,2024-12-20 14:39:59.999000+00:00,46981959.1275172,38793.0,310.3417,29776841.4183665
2024-12-20 14:40:00+00:00,96204.01,96235.29,95707.9,95971.99,428.70382,2024-12-20 14:44:59.999000+00:00,41147262.807578,38943.0,197.08799,18916459.2623091
2024-12-20 14:45:00+00:00,95971.98,95988.0,95272.73,95434.48,321.43847,2024-12-20 14:49:59.999000+00:00,30740028.9591924,36381.0,117.63184,11247781.2642085
2024-12-20 14:50:00+00:00,95434.49,95688.0,95097.73,95555.99,204.59935,2024-12-20 14:54:59.999000+00:00,19509351.7511466,30077.0,91.28789,8706536.6346913
2024-12-20 14:55:00+00:00,95555.99,95916.63,95555.99,95627.99,175.02746,2024-12-20 14:59:59.999000+00:00,16764201.6097479,24042.0,98.71075,9455137.1128931
2024-12-20 15:00:00+00:00,95628.0,96061.12,95608.01,95961.88,216.68558,2024-12-20 15:04:59.999000+00:00,20768577.7420016,31292.0,113.82692,10910065.9747961
2024-12-20 15:05:00+00:00,95961.89,96238.0,95801.82,95801.82,242.97708,2024-12-20 15:09:59.999000+00:00,23333745.7617449,31895.0,110.4258,10604987.0314887
2024-12-20 15:10:00+00:00,95801.83,96340.14,95618.91,96337.89,277.45295,2024-12-20 15:14:59.999000+00:00,26643766.593434,32055.0,135.22917,12988788.2159731
